isbn,title,author,category,imagelink
9780679644682,"I've Got Your Number","Sophie Kinsella",Fiction,http://books.google.com/books/content?id=6obKEXmNrPQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780679734512,Demons,"Fedor Mikhaĭlovich Dostoevskiĭ",Fiction,http://books.google.com/books/content?id=T4yg7qgwgtsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780679744399,"All the Pretty Horses","Cormac McCarthy",Fiction,http://books.google.com/books/content?id=BN2JDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780684836393,"Science and the Modern World","Alfred North Whitehead",Philosophy,http://books.google.com/books/content?id=L6kZPLbCrScC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780684865492,"Remembrance Day","Henry Porter",Fiction,http://books.google.com/books/content?id=gWVeOkPrs7gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780684870939,"People of the Century","CBS News","Biography & Autobiography",http://books.google.com/books/content?id=wO3qlZr7s3MC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780698140677,"The Gilded Hour","Sara Donati",Fiction,http://books.google.com/books/content?id=x8JJBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780698163478,"The Book of Life","Deborah Harkness",Fiction,http://books.google.com/books/content?id=UJqLAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780698170285,"The Secret Place","Tana French",Fiction,http://books.google.com/books/content?id=7zJBAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780698172807,"Sempre Susan","Sigrid Nunez","Biography & Autobiography",http://books.google.com/books/content?id=KHDjAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780698178311,"Faux Paw","Sofie Kelly",Fiction,http://books.google.com/books/content?id=BGspBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780698195417,"All Souls Trilogy","Deborah Harkness",Fiction,http://books.google.com/books/content?id=sTlIBQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780702256943,"Alex Jackson","Pat Flynn","Juvenile Fiction",http://books.google.com/books/content?id=kXiACgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780715643884,"Closure, Limited","Max Brooks",Fiction,http://books.google.com/books/content?id=V-AoDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780715650226,"Harlem Hellfighters","Max Brooks","Comics & Graphic Novels",http://books.google.com/books/content?id=DeEoDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780731815319,"Transfer of Power","Vince Flynn",Fiction,http://books.google.com/books/content?id=Gd24H39VwBcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780735211971,"Nowhere to Run","C. J. Box",Fiction,http://books.google.com/books/content?id=782cDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780735219441,"The Friend","Sigrid Nunez",Fiction,http://books.google.com/books/content?id=gQIvDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780735221093,"The Trespasser","Tana French",Fiction,http://books.google.com/books/content?id=r4G0CwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780735224292,"Little Fires Everywhere","Celeste Ng",Fiction,http://books.google.com/books/content?id=oVg1DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780735224629,"The Witch Elm","Tana French",FICTION,http://books.google.com/books/content?id=t_xtDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780735224636,"The Witch Elm","Tana French",Fiction,http://books.google.com/books/content?id=8M9TDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780735225121,"A Legacy of Spies","John le Carré",Fiction,http://books.google.com/books/content?id=RzI3DgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780738592671,"Centenary College, New Jersey","Raymond Frey",Education,http://books.google.com/books/content?id=g4ev6LifgqoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780740700460,"Tracy Porter's Inspired Gatherings","Tracy Porter",Cooking,http://books.google.com/books/content?id=8YZ8dI2lzxEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743214674,"Morgan's Run","Colleen McCullough",Fiction,http://books.google.com/books/content?id=cHPG9EKdZFEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743214681,"The Touch","Colleen McCullough",Fiction,http://books.google.com/books/content?id=e-32btTN3fIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743221887,Dreamcatcher,"Stephen King",Fiction,http://books.google.com/books/content?id=J_Kw1oREJcUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743226721,"Seventeen Seventy-six","David McCullough","Biography & Autobiography",http://books.google.com/books/content?id=R1Jk-A4R5AYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743260299,Truman,"David McCullough","Biography & Autobiography",http://books.google.com/books/content?id=8fp1A2s6aQwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743271868,"Blood Memory","Greg Iles",Fiction,http://books.google.com/books/content?id=h-BUVb4gcqoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743281645,"Chasing Darkness","Robert Crais",Fiction,http://books.google.com/books/content?id=kXtNj_I5iiQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743406888,"The Case of the Lost Song","Carolyn Keene","Juvenile Fiction",http://books.google.com/books/content?id=38yC5n15778C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743423083,"Blue Gold","Clive Cussler",Fiction,http://books.google.com/books/content?id=iTIDZBKnELIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743431675,"Call for the Dead","John le Carre",Fiction,http://books.google.com/books/content?id=oY0NdYZbG2kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743431682,"A Murder of Quality","John le Carre",Fiction,http://books.google.com/books/content?id=Wbgwq0UfUAEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743431712,"A Small Town in Germany","John le Carre",Fiction,http://books.google.com/books/content?id=j5hrTFwnoL8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743455800,"Smiley's People","John le Carre",Fiction,http://books.google.com/books/content?id=uj76DUsYqRwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743455961,"On Writing","Stephen King","Biography & Autobiography",http://books.google.com/books/content?id=d999Z2KbZJYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780743457927,"A Perfect Spy","John le Carre",Fiction,http://books.google.com/books/content?id=ukCiQluEcwsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780745624648,Trust,"Russell Hardin","Political Science",http://books.google.com/books/content?id=jB2SBK5izRcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
